FeatureID	FeatureType	FeatureName	GenomeID	Genome	VersionName	ContigName	Strand	PartCount	PartNumber	Left End	Right End	
ABE-0012761	CDS	sodA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4100810	4101430	
ABE-0012764	CDS	kdgT	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4101690	4102673	
ABE-0285653	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4102696	4102721	
ABE-0012769	CDS	yiiM	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4102822	4103496	
ABE-0285654	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4103507	4103590	
ABE-0012772	CDS	cpxA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4103602	4104975	
ABE-0012774	CDS	cpxR	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4104972	4105670	
ABE-0174117	CDS	cpxP	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4105820	4106320	
ABE-0285788	ncRNA	cpxQ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4106330	4106387	
ABE-0012786	CDS	fieF	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4106469	4107371	
ABE-0012789	CDS	pfkA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4107552	4108514	
ABE-0285655	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4108571	4108668	
ABE-0012794	CDS	sbp	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4108834	4109823	
ABE-0012797	CDS	cdh	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4109930	4110685	
ABE-0285656	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4110710	4110728	
ABE-0012799	CDS	tpiA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4110740	4111507	
ABE-0012802	CDS	yiiQ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4111615	4112214	
ABE-0012809	CDS	yiiR	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4112315	4112755	
ABE-0012813	CDS	yiiS	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4112967	4113266	
ABE-0012816	CDS	uspD	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4113293	4113721	
ABE-0012818	CDS	fpr	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4113726	4114472	
ABE-0012821	CDS	glpX	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4114569	4115579	
ABE-0285657	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4115677	4115706	
ABE-0012825	CDS	glpK	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4115714	4117222	
ABE-0012828	CDS	glpF	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4117245	4118090	
ABE-0012835	CDS	zapB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4118515	4118760	
ABE-0012837	CDS	rraA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4118845	4119330	
ABE-0012841	CDS	menA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4119423	4120349	
ABE-0012843	CDS	hslU	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4120416	4121747	
ABE-0012845	CDS	hslV	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4121757	4122287	
ABE-0012850	CDS	ftsN	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4122380	4123339	
ABE-0012853	CDS	cytR	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4123431	4124456	
ABE-0012860	CDS	priA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4124612	4126810	
ABE-0012867	CDS	rpmE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4127013	4127225	
ABE-0012869	CDS	yiiX	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4127286	4127894	
ABE-0285658	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4127952	4128048	
ABE-0012874	CDS	metJ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4128078	4128395	
ABE-0012887	CDS	metB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4128672	4129832	
ABE-0012889	CDS	metL	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4129835	4132267	
ABE-0285659	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4132347	4132380	
ABE-0012897	CDS	metF	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4132616	4133506	
ABE-0012901	CDS	katG	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4133835	4136015	
ABE-0012906	CDS	yijE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4136108	4137013	
ABE-0012908	CDS	yijF	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4137040	4137657	
ABE-0285660	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4137789	4137886	
ABE-0012912	CDS	gldA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4137932	4139035	
ABE-0012915	CDS	fsaB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4139046	4139708	
ABE-0012920	CDS	ptsA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4139720	4142221	
ABE-0012928	CDS	frwC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4142530	4143609	
ABE-0012930	CDS	frwB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4143624	4143944	
ABE-0012934	CDS	pflD	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4143995	4146292	
ABE-0012937	CDS	pflC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4146258	4147136	
ABE-0012941	CDS	frwD	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4147138	4147479	
ABE-0012943	CDS	yijO	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4147466	4148317	
ABE-0285661	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4148430	4148511	
ABE-0012947	CDS	eptC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4148532	4150265	
ABE-0012950	CDS	ppc	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4150447	4153098	
ABE-0285662	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4153347	4153692	
ABE-0012955	CDS	argE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4153696	4154847	
ABE-0012964	CDS	argC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4155001	4156005	
ABE-0012967	CDS	argB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4156013	4156789	
ABE-0012969	CDS	argH	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4156850	4158223	
ABE-0047276	ncRNA	oxyS	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4158285	4158394	
ABE-0012973	CDS	oxyR	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4158490	4159407	
ABE-0012975	CDS	sthA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4159390	4160790	
ABE-0285712	pseudogene		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4160983	4161017	
ABE-0012979	CDS	fabR	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4161124	4161771	
ABE-0012981	CDS	yijD	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4161771	4162130	
ABE-0285663	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4162141	4162162	
ABE-0012983	CDS	trmA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4162170	4163270	
ABE-0012987	CDS	btuB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4163639	4165483	
ABE-0012989	CDS	murI	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4165428	4166285	
ABE-0012991	rRNA	rrsB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4166659	4168200	
ABE-0012993	tRNA	gltT	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4168372	4168447	
ABE-0012995	rRNA	rrlB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4168641	4171544	
ABE-0012997	rRNA	rrfB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4171637	4171756	
ABE-0012999	CDS	murB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4172057	4173085	
ABE-0013001	CDS	birA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4173082	4174047	
ABE-0013003	CDS	coaA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4174076	4175026	
ABE-0013011	tRNA	thrU	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4175388	4175463	
ABE-0013013	tRNA	tyrU	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4175472	4175556	
ABE-0013016	tRNA	glyT	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4175673	4175747	
ABE-0013018	tRNA	thrT	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4175754	4175829	
ABE-0013020	CDS	tufB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4175944	4177128	
ABE-0013023	CDS	secE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4177358	4177741	
ABE-0013026	CDS	nusG	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4177743	4178288	
ABE-0013029	CDS	rplK	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4178447	4178875	
ABE-0013031	CDS	rplA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4178879	4179583	
ABE-0013035	CDS	rplJ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4179996	4180493	
ABE-0013038	CDS	rplL	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4180560	4180925	
ABE-0013041	CDS	rpoB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4181245	4185273	
ABE-0013043	CDS	rpoC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4185350	4189573	
ABE-0013046	CDS	yjaZ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4189786	4190325	
ABE-0285231	ncRNA	sroH	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4190327	4190487	
ABE-0013048	CDS	thiH	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4190735	4191868	
ABE-0013050	CDS	thiG	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4191865	4192635	
ABE-0023907	CDS	thiS	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4192637	4192837	
ABE-0013053	CDS	thiF	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4192821	4193576	
ABE-0013055	CDS	thiE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4193569	4194204	
ABE-0013057	CDS	thiC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4194204	4196099	
ABE-0013059	CDS	rsd	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4196332	4196808	
ABE-0013063	CDS	nudC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4196903	4197676	
ABE-0013066	CDS	hemE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4197716	4198780	
ABE-0013068	CDS	nfi	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4198790	4199461	
ABE-0013070	CDS	yjaG	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4199504	4200094	
ABE-0013077	CDS	hupA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4200281	4200553	
ABE-0013079	CDS	yjaH	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4200566	4201261	
ABE-0013081	CDS	zraP	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4201263	4201688	
ABE-0013088	CDS	zraS	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4201926	4203323	
ABE-0013093	CDS	zraR	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4203320	4204645	
ABE-0013095	CDS	purD	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4204642	4205931	
ABE-0013097	CDS	purH	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4205943	4207532	
ABE-0013103	rRNA	rrsE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4208147	4209688	
ABE-0013105	tRNA	gltV	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4209774	4209849	
ABE-0013107	rRNA	rrlE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4210043	4212946	
ABE-0013109	rRNA	rrfE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4213040	4213159	
ABE-0013112	CDS	yjaA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4213234	4213617	
ABE-0013114	CDS	yjaB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4213680	4214123	
ABE-0013121	CDS	metA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4214280	4215209	
ABE-0013125	CDS	aceB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4215478	4217079	
ABE-0013128	CDS	aceA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4217109	4218413	
ABE-0285664	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4218436	4218567	
ABE-0013131	CDS	aceK	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4218596	4220332	
ABE-0013133	CDS	arpA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4220301	4222487	
ABE-0013136	CDS	iclR	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4222804	4223628	
ABE-0013140	CDS	metH	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4223828	4227511	
ABE-0013143	CDS	yjbB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4227731	4229362	
ABE-0285665	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4229376	4229445	
ABE-0013146	CDS	pepE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4229453	4230142	
ABE-0013150	CDS	rluF	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4230354	4231226	
ABE-0013153	CDS	yjbD	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4231359	4231631	
ABE-0013156	CDS	lysC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4231884	4233233	
ABE-0013163	CDS	pgi	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4233758	4235407	
ABE-0285666	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4235421	4235497	
ABE-0013168	CDS	yjbE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4235906	4236148	
ABE-0013172	CDS	yjbF	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4236262	4236900	
ABE-0013174	CDS	yjbG	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4236897	4237634	
ABE-0013176	CDS	yjbH	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4237634	4239730	
ABE-0285199	CDS	yjbT	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4239777	4240055	
ABE-0285667	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4240157	4240193	
ABE-0013187	CDS	psiE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4240325	4240735	
ABE-0013189	CDS	xylE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4240779	4242254	
ABE-0013193	CDS	malG	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4242626	4243516	
ABE-0013195	CDS	malF	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4243531	4245075	
ABE-0285668	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4245092	4245217	
ABE-0013200	CDS	malE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4245229	4246419	
ABE-0013216	CDS	malK	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4246784	4247899	
ABE-0013218	CDS	lamB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4247971	4249311	
ABE-0285669	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4249321	4249445	
ABE-0013221	CDS	malM	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4249554	4250474	
ABE-0013224	pseudogene	yjbI	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4250703	4252283	
ABE-0013227	CDS	ubiC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4252506	4253003	
ABE-0013229	CDS	ubiA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4253016	4253888	
ABE-0285670	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4253901	4254030	
ABE-0013232	CDS	plsB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4254043	4256466	
ABE-0013235	CDS	dgkA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4256637	4257005	
ABE-0013241	CDS	lexA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4257115	4257723	
ABE-0013243	CDS	dinF	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4257742	4259121	
ABE-0013247	CDS	yjbJ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4259237	4259446	
ABE-0013249	CDS	zur	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4259488	4260003	
ABE-0013253	CDSp	yjbL	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4260321	4260575	
ABE-0285160	pseudogene		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4260321	4261306	
ABE-0013255	CDSp	yjbM	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4260599	4261306	
ABE-0013258	CDS	dusA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4261669	4262706	
ABE-0013260	CDS	pspG	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4262840	4263082	
ABE-0285769	ncRNA	pspH	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4263139	4263250	
ABE-0013262	CDS	qorA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4263248	4264231	
ABE-0013269	CDS	dnaB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4264314	4265729	
ABE-0013272	CDS	alr	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4265782	4266861	
ABE-0285671	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4266888	4266984	
ABE-0013278	CDS	tyrB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4267114	4268307	
ABE-0285672	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4268317	4268340	
ABE-0285200	CDS	yjbS	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4268809	4269012	
ABE-0013283	CDS	aphA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4269414	4270127	
ABE-0013286	CDS	yjbQ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4270238	4270654	
ABE-0013288	CDS	yjbR	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4270658	4271014	
ABE-0013290	CDS	uvrA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4271049	4273871	
ABE-0013298	CDS	ssb	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4274125	4274661	
ABE-0013300	CDS	yjcB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4274760	4275041	
ABE-0013309	CDS	pdeC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4275471	4277057	
ABE-0013311	CDS	soxS	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4277060	4277383	
ABE-0013316	CDS	soxR	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4277469	4277933	
ABE-0047277	ncRNA	ryjA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4277927	4278066	
ABE-0013319	CDS	ghxP	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4278479	4279828	
ABE-0013323	CDS	yjcE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4279980	4281629	
ABE-0013325	CDS	yjcF	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4281783	4283075	
ABE-0013328	CDS	actP	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4283253	4284902	
ABE-0013330	CDS	yjcH	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4284899	4285213	
ABE-0285673	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4285302	4285378	
ABE-0013337	CDS	acs	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4285413	4287371	
ABE-0013342	CDS	nrfA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4287764	4289200	
ABE-0013344	CDS	nrfB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4289245	4289811	
ABE-0013346	CDS	nrfC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4289808	4290479	
ABE-0013348	CDS	nrfD	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4290476	4291432	
ABE-0013350	CDS	nrfE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4291512	4293170	
ABE-0013352	CDS	nrfF	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4293163	4293546	
ABE-0013354	CDS	nrfG	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4293543	4294139	
ABE-0013357	CDS	gltP	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4294481	4295794	
ABE-0285674	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4295835	4296434	
ABE-0013360	CDS	yjcO	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4296436	4297125	
ABE-0013363	CDS	fdhF	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4297219	4299366	
ABE-0013366	CDS	mdtP	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4299564	4301030	
ABE-0013368	CDS	mdtO	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4301027	4303078	
ABE-0013373	CDS	mdtN	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4303078	4304109	
ABE-0285201	CDS	ytcA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4304128	4304403	
ABE-0013377	CDS	yjcS	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4304612	4306597	
ABE-0013380	CDS	alsK	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4306870	4307799	
ABE-0013382	CDS	alsE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4307783	4308478	
ABE-0013392	CDS	alsC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4308489	4309469	
ABE-0013394	CDS	alsA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4309448	4310980	
ABE-0285675	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4311014	4311095	
ABE-0013398	CDS	alsB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4311107	4312042	
ABE-0013400	CDS	alsR	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4312101	4312991	
ABE-0013405	CDS	rpiB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4313350	4313799	
ABE-0174120	CDS	yjdP	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4313868	4314197	
ABE-0013412	CDS	phnP	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4314344	4315102	
ABE-0013415	CDS	phnO	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4315104	4315538	
ABE-0013417	CDS	phnN	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4315525	4316082	
ABE-0013419	CDS	phnM	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4316082	4317218	
ABE-0013421	CDS	phnL	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4317215	4317895	
ABE-0285676	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	4317917	4317999	
ABE-0013424	CDS	phnK	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4318006	4318764	
ABE-0013426	CDS	phnJ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4318761	4319606	
ABE-0013428	CDS	phnI	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	4319599	4320663	
